354	345	931	19	14
355	813	864	10	24
356	408	41	17	19
357	584	278	26	13
358	860	308	10	25
359	824	815	22	25
360	594	290	20	29
361	621	527	14	28
362	910	2	25	16
363	118	44	17	27
364	652	183	26	12
365	857	940	24	27
366	762	601	28	29
367	868	629	21	19
368	395	521	12	18
369	684	187	20	18
370	783	279	20	27
371	310	55	27	29
372	823	579	14	12
373	960	13	18	20
374	706	207	11	11
375	477	362	24	20
376	466	334	13	19
377	309	553	22	29
378	200	305	15	25
379	559	198	15	24
380	284	469	24	24
381	238	184	25	25
382	351	212	22	12
383	400	157	17	10
384	0	485	19	16
385	591	221	25	25
386	755	497	22	15
387	326	746	29	29
388	190	841	17	16
389	207	321	19	27
390	777	54	22	15
391	746	31	29	16
392	454	211	13	19
393	302	909	21	13
394	421	207	16	22
395	500	613	13	16
396	650	820	28	28
397	549	674	26	19
398	68	771	20	12
399	981	507	18	25
400	688	531	14	13
401	721	843	23	25
402	890	854	15	12
403	801	835	15	13
404	768	635	23	26
405	665	63	13	18
406	384	338	26	26
407	308	207	22	17
408	438	208	27	29
409	119	758	13	10
410	425	110	27	26
411	681	585	19	21
412	316	918	27	15
413	827	719	26	20
414	771	525	21	26
415	312	381	26	12
416	111	262	15	29
417	703	322	15	16
418	51	852	16	24
419	651	33	17	11
420	238	965	23	18
421	849	86	13	13
422	926	364	17	25
423	583	914	27	16
424	582	48	22	13
425	473	644	16	28
426	485	657	28	15
427	134	132	16	10
428	616	810	29	23
429	395	1	10	20
430	24	391	22	24
431	471	64	15	19
432	81	252	10	28
433	592	348	18	17
434	765	535	12	14
435	476	17	17	26
436	523	129	24	13
437	39	529	24	29
438	814	785	24	23
439	904	301	26	28
440	941	247	25	27
441	648	688	11	21
442	312	489	28	17
443	822	34	10	11
444	870	408	17	18
445	441	147	17	24
446	132	475	27	27
447	589	275	17	12
448	570	716	26	17
449	155	472	13	27
450	60	221	22	28
451	269	485	11	26
452	565	555	22	13
453	797	684	14	21
454	161	753	28	15
455	112	825	14	29
456	943	887	20	20
457	641	169	14	18
458	142	179	24	14
459	808	689	16	17
460	778	207	27	15
461	402	819	11	27
462	946	694	27	28
463	867	351	25	10
464	200	262	18	19
465	321	82	23	28
466	896	30	29	22
467	279	116	15	21
468	900	867	19	21
469	961	1	12	21
470	811	169	4	12
471	17	606	16	9
472	950	898	23	18
473	516	886	15	28
474	418	377	28	17
475	359	381	26	21
476	661	709	29	12
477	165	425	11	24
478	680	354	28	23
479	290	604	28	20
480	417	368	27	27
481	87	69	27	26
482	912	123	29	29
483	621	154	22	18
484	481	558	18	26
485	186	64	10	12
486	46	553	28	14
487	347	350	18	10
488	383	685	8	8
489	49	235	16	20
490	617	487	27	10
491	125	867	29	26
492	471	301	27	11
493	651	927	23	27
494	380	683	24	13
495	55	504	14	14
496	731	2	22	13
497	707	362	15	12
498	61	312	11	23
499	658	61	22	22
500	808	392	18	27
501	785	765	11	19
502	205	356	28	19
503	327	105	16	20
504	333	753	22	20
505	493	644	21	28
506	798	119	22	18
507	316	125	16	23
508	890	351	16	21
509	859	484	16	27
510	311	663	10	18
511	482	302	23	21
512	100	552	11	20
513	419	592	13	22
514	976	466	19	19
515	99	870	25	26
516	464	349	10	25
517	616	261	25	20
518	729	826	21	21
519	177	792	26	15
520	544	755	28	17
521	788	522	16	16
522	228	278	26	11
523	481	625	21	14
524	98	170	12	27
525	175	766	17	10
526	899	369	25	29
527	699	508	11	18
528	508	887	18	22
529	801	15	23	24
530	581	215	20	16
531	216	81	19	19
532	32	940	11	22
533	222	749	22	24
534	761	180	22	26
535	563	860	20	26
536	923	252	22	27
537	784	899	29	16
538	577	630	11	15
539	12	893	24	23
540	96	169	18	25
541	214	938	18	23
542	37	189	20	27
543	10	965	24	26
544	513	12	28	18
545	731	828	13	19
546	431	156	11	13
547	144	590	29	19
548	841	678	20	16
549	87	137	27	15
550	372	772	28	10
551	346	878	25	23
552	974	831	22	22
553	905	159	11	16
554	50	110	28	28
555	903	233	20	22
556	706	119	27	21
557	234	973	12	10
558	365	455	21	19
559	28	317	28	21
560	504	434	29	11
561	639	691	11	16
562	434	250	19	29
563	663	901	11	23
564	440	434	21	16
565	916	345	15	21
566	731	513	21	21
567	892	79	12	22
568	948	824	29	25
569	506	828	10	17
570	563	190	11	12
571	572	863	26	25
572	68	495	18	20
573	106	128	17	16
574	922	226	18	20
575	926	257	18	15
576	38	722	22	19
577	4	296	11	16
578	839	477	15	11
579	439	185	22	27
580	88	726	11	14
581	73	702	23	23
582	798	848	14	26
583	448	557	5	7
584	559	778	27	29
585	364	250	6	13
586	107	455	23	27
587	777	282	25	10
588	918	207	17	16
589	712	668	16	13
590	532	7	15	17
591	482	23	6	4
592	928	597	23	17
593	623	38	21	11
594	426	52	29	11
595	149	775	19	27
596	631	24	27	20
597	169	611	25	20
598	142	470	12	29
599	795	642	19	29
600	50	77	16	27
601	560	745	21	25
602	652	389	16	19
603	736	636	17	15
604	507	972	17	20
605	233	481	24	18
606	280	302	10	25
607	209	456	10	29
608	727	708	19	26
609	285	780	24	11
610	31	3	22	16
611	1	693	14	26
612	62	10	13	27
613	765	184	13	16
614	443	134	15	26
615	770	58	13	16
616	369	28	11	13
617	219	426	11	22
618	318	249	12	27
619	606	343	16	15
620	603	262	14	28
621	896	308	12	23
622	560	854	15	10
623	425	118	21	18
624	144	966	7	10
625	953	117	14	21
626	360	772	23	12
627	924	604	17	27
628	285	670	16	16
629	853	637	19	20
630	28	614	21	11
631	176	531	16	10
632	976	845	15	17
633	542	539	27	11
634	413	702	18	19
635	645	61	14	13
636	653	933	10	11
637	268	113	21	13
638	669	376	26	10
639	808	798	13	29
640	469	750	16	25
641	531	2	19	14
642	176	148	27	12
643	234	460	29	22
644	329	304	25	14
645	293	109	11	26
646	211	323	16	14
647	325	97	11	11
648	494	525	29	12
649	301	824	26	18
650	734	809	10	28
651	671	175	23	19
652	334	233	25	24
653	631	947	22	27
654	461	825	17	17
655	485	202	15	14
656	44	673	21	18
657	880	481	3	6
658	313	220	23	12
659	166	102	18	19
660	320	70	22	12
661	64	870	13	25
662	609	252	20	23
663	518	206	15	29
664	148	715	29	18
665	226	775	18	21
666	277	293	14	21
667	879	174	17	10
668	446	57	16	15
669	93	552	26	18
670	384	406	20	17
671	719	653	29	25
672	179	263	23	18
673	675	342	25	20
674	540	818	17	18
675	607	287	24	25
676	509	598	19	22
677	406	352	18	21
678	194	805	25	28
679	128	453	16	29
680	857	516	14	29
681	35	5	15	17
682	85	978	25	21
683	368	188	24	27
684	100	676	21	22
685	446	69	26	15
686	408	829	19	26
687	640	88	13	29
688	837	969	13	16
689	559	44	21	25
690	893	171	23	24
691	51	505	21	14
692	268	881	19	19
693	810	42	29	24
694	307	494	21	18
695	189	602	10	12
696	83	806	20	24
697	541	421	29	18
698	244	15	11	14
699	665	160	29	28
700	53	681	22	23
701	808	183	14	21
702	363	757	18	19
703	509	202	19	24
704	589	316	13	17
705	405	188	16	28
706	97	808	15	20
707	465	482	14	19
708	319	584	18	26
709	809	779	10	28
710	217	785	14	18
711	450	282	28	13
712	157	90	20	26
713	63	401	16	28
714	173	84	29	18
715	623	829	26	19
716	75	596	10	20
717	528	323	14	17
718	20	688	21	21
719	639	804	18	22
720	323	166	19	24
721	834	43	22	22
722	518	44	16	20
723	395	724	18	27
724	427	303	8	12
725	41	377	16	17
726	713	625	24	17
727	40	303	22	22
728	559	307	19	19
729	419	251	21	17
730	887	54	10	16
731	421	161	13	19
732	364	428	11	15
733	895	357	27	20
734	425	931	18	12
735	180	918	9	15
736	459	819	24	28
737	6	687	24	25
738	401	755	29	16
739	304	10	26	29
740	446	555	10	12
741	931	235	13	10
742	611	251	10	20
743	917	152	28	19
744	144	559	22	18
745	283	578	21	21
746	361	792	11	20
747	357	463	29	17
748	182	597	23	13
749	291	457	25	10
750	672	589	28	16
751	339	309	26	23
752	53	863	27	21
753	934	742	21	22
754	852	332	27	20
755	64	201	22	22
756	485	823	23	22
757	34	617	28	13
758	702	638	20	29
759	578	92	12	19
760	875	126	24	15
761	544	120	28	23
762	576	640	15	18
763	104	853	23	17
764	133	574	21	26
765	42	605	11	10
766	777	547	18	16
767	462	456	24	29
768	313	557	14	8
769	827	963	24	26
770	100	54	13	23
771	21	688	11	26
772	321	184	29	27
773	752	507	11	18
774	328	770	14	21
775	844	305	14	12
776	234	4	15	25
777	648	519	23	15
778	147	404	20	23
779	62	332	25	20
780	646	26	10	19
781	852	88	13	18
782	693	826	28	21
783	389	707	18	14
784	683	881	20	17
785	948	623	12	21
786	187	241	19	20
787	191	744	20	19
788	917	472	11	17
789	643	312	21	19
790	452	30	3	24
791	806	777	26	24
792	422	622	19	21
793	75	571	27	16
794	898	497	12	24
795	742	858	21	17
796	617	77	26	22
797	197	797	21	29
798	240	573	10	12
799	439	135	10	17
800	97	410	23	27
801	127	657	26	26
802	651	99	29	24
803	151	46	14	14
804	96	722	14	29
805	923	815	26	22
806	426	621	28	10
807	475	818	27	10
808	543	543	29	14
809	334	301	18	15
810	484	311	25	24
811	781	357	22	13
812	278	560	21	23
813	191	940	14	10
814	749	857	23	16
815	406	421	29	23
816	728	934	28	10
817	412	153	18	27
818	188	237	10	29
819	189	825	11	27
820	614	372	11	19
821	470	66	20	11
822	932	250	12	18
823	94	423	14	19
824	452	768	25	24
825	667	862	12	22
826	890	352	25	17
827	218	244	19	17
828	950	165	19	17
829	19	633	14	12
830	68	591	27	16
831	40	131	24	14
832	907	847	14	13
833	524	723	21	28
834	834	474	15	11
835	228	169	27	10
836	261	479	20	29
837	287	738	22	10
838	677	358	11	14
839	836	48	10	20
840	964	689	20	28
841	327	237	14	29
842	944	761	13	13
843	454	822	23	11
844	849	732	27	16
845	834	450	17	24
846	743	627	28	15
847	589	17	28	22
848	912	123	12	24
849	290	683	17	16
850	696	308	22	25
851	314	819	23	21
852	19	118	21	16
853	240	686	25	23
854	272	54	29	18
855	855	501	17	21
856	494	361	28	17
857	758	657	16	18
858	351	383	23	11
859	717	43	23	23
860	392	520	11	13
861	584	199	10	24
862	391	151	17	23
863	152	692	22	20
864	809	165	16	24
865	284	65	19	28
866	316	713	11	20
867	10	670	14	24
868	890	25	22	12
869	824	78	29	22
870	787	681	23	27
871	660	453	29	21
872	425	835	28	20
873	940	641	16	14
874	953	4	14	18
875	265	643	16	10
876	530	11	22	19
877	576	81	18	13
878	739	812	23	27
879	272	471	22	24
880	775	532	22	18
881	11	288	26	22
882	908	242	29	11
883	328	45	28	16
884	885	735	23	10
885	449	197	19	28
886	115	433	14	29
887	523	878	22	17
888	772	412	5	9
889	49	709	20	17
890	407	639	28	20
891	25	126	25	26
892	962	416	18	18
893	510	139	24	29
894	614	967	17	17
895	563	847	27	21
896	931	713	14	15
897	890	139	9	10
898	822	122	20	29
899	25	209	15	13
900	690	650	10	13
901	430	449	14	16
902	826	675	20	27
903	360	34	12	21
904	809	3	25	16
905	654	624	26	25
906	115	736	27	29
907	87	312	12	20
908	233	156	11	18
909	359	243	15	24
910	779	718	20	23
911	866	347	25	28
912	628	39	27	13
913	98	980	4	13
914	756	538	14	15
915	697	606	11	24
916	658	883	28	21
917	767	693	19	15
918	509	867	27	25
919	134	475	17	20
920	184	801	14	16
921	950	726	15	27
922	421	431	13	15
923	362	772	23	28
924	171	595	17	11
925	69	489	18	24
926	48	705	21	19
927	87	264	15	16
928	682	479	21	29
929	665	832	23	25
930	803	394	23	27
931	828	300	29	27
932	585	190	13	10
933	329	208	11	22
934	903	337	18	18
935	9	919	19	14
936	566	925	28	15
937	412	211	14	26
938	87	46	16	14
939	91	551	15	27
940	558	499	27	12
941	864	824	26	10
942	760	658	22	10
943	782	255	18	12
944	352	235	17	29
945	456	162	27	21
946	662	800	26	21
947	456	186	19	28
948	24	627	26	19
949	348	344	26	16
950	542	730	29	16
951	559	618	15	21
952	513	857	19	16
953	285	898	24	16
954	634	183	17	26
955	955	407	16	12
956	349	789	17	15
957	275	910	28	24
958	818	519	25	25
959	696	589	12	11
960	942	126	24	29
961	337	595	24	14
962	298	707	29	21
963	351	157	14	17
964	453	829	11	26
965	496	782	20	24
966	345	582	16	25
967	19	380	16	18
968	170	667	22	27
969	87	616	11	29
970	766	418	12	27
971	338	57	10	15
972	814	818	12	26
973	761	969	29	25
974	161	528	18	10
975	748	872	10	15
976	509	872	11	29
977	929	248	16	10
978	143	862	18	11
979	346	369	8	12
980	762	652	28	28
981	789	669	12	21
982	881	140	29	25
983	490	521	24	22
984	246	834	11	15
985	87	864	12	20
986	638	821	22	20
987	53	461	29	28
988	833	296	20	21
989	948	618	26	23
990	710	819	14	16
991	690	208	27	18
992	623	208	15	25
993	969	887	29	24
994	167	495	22	24
995	966	791	20	13
996	485	772	15	15
997	571	40	15	19
998	312	192	10	29
999	300	72	28	25
1000	887	520	24	17
1001	891	355	14	17
1002	846	324	19	11
1003	797	809	25	12
1004	160	148	21	15
1005	30	492	21	23
1006	823	390	24	20
1007	830	835	18	22
1008	53	335	21	17
1009	560	204	25	29
1010	526	192	21	24
1011	875	468	13	24
1012	369	142	27	12
1013	497	765	26	18
1014	337	922	18	17
1015	687	922	11	18
1016	480	375	17	22
1017	936	542	20	11
1018	869	352	25	22
1019	533	284	16	27
1020	106	835	23	12
1021	185	785	27	25
1022	192	864	15	27
1023	727	408	19	29
1024	647	21	29	15
1025	589	212	27	29
1026	194	594	29	11
1027	826	31	24	19
1028	98	550	24	29
1029	666	22	29	10
1030	657	898	10	28
1031	591	646	17	14
1032	242	189	29	20
1033	242	981	12	17
1034	423	828	29	29
1035	644	357	16	14
1036	23	253	13	12
1037	439	532	17	13
1038	670	834	24	17
1039	302	81	29	26
1040	438	541	23	21
1041	230	76	16	17
1042	613	321	12	29
1043	648	170	29	12
1044	115	185	20	4
1045	480	315	26	28
1046	675	56	11	26
1047	233	344	22	26
1048	139	304	13	28
1049	712	685	26	26
1050	723	179	14	26
1051	824	769	13	23
1052	332	297	20	21
1053	516	288	18	17
1054	243	962	14	26
1055	849	328	20	23
1056	931	632	16	20
1057	815	83	12	27
1058	48	483	14	21
1059	844	271	11	15
1060	647	599	29	29
1061	865	890	15	5
1062	510	792	24	23
1063	52	985	28	10
1064	663	116	19	25
1065	618	534	25	24
1066	97	721	27	22
1067	394	398	29	28
1068	372	760	19	21
1069	237	198	15	25
1070	974	818	11	14
1071	529	869	23	18
1072	767	410	15	14
1073	319	212	27	21
1074	366	313	28	18
1075	899	293	17	16
1076	574	290	10	27
1077	25	669	22	23
1078	831	531	17	10
1079	389	711	22	14
1080	493	975	19	17
1081	796	793	18	15
1082	587	783	28	17
1083	674	110	28	19
1084	489	239	18	15
1085	377	224	12	28
1086	455	823	26	10
1087	421	343	19	28
1088	322	73	16	5
1089	609	341	13	17
1090	740	953	26	27
1091	279	193	12	23
1092	112	864	10	27
1093	427	263	23	28
1094	447	133	10	28
1095	886	64	11	29
1096	579	487	21	26
1097	809	901	20	27
1098	920	117	29	22
1099	504	317	11	19
1100	115	313	25	27
1101	772	419	13	20
1102	2	369	13	11
1103	983	415	13	23
1104	493	129	24	28
1105	776	543	14	14
1106	193	77	20	25
1107	307	648	21	16
1108	117	302	17	27
1109	645	345	11	25
1110	590	351	23	18
1111	240	251	14	14
1112	383	247	16	11
1113	470	477	20	10
1114	506	231	21	23
1115	420	300	28	19
1116	781	934	26	22
1117	790	949	11	14
1118	39	647	22	25
1119	893	259	21	27
1120	531	23	25	25
1121	906	832	29	16
1122	261	926	21	27
1123	941	323	16	21
1124	613	170	17	28
1125	311	812	19	18
1126	153	702	18	14
1127	746	213	16	18
1128	848	274	25	22
1129	449	506	14	20
1130	515	195	12	20
1131	488	701	25	12
1132	947	222	25	13
1133	690	927	21	12
1134	329	775	12	12
1135	76	339	14	11
1136	836	452	11	11
1137	716	368	15	12
1138	909	882	28	22
1139	944	61	24	16
1140	614	311	28	23
1141	635	652	24	16
1142	486	559	22	16
1143	583	93	12	12
1144	476	666	11	20
1145	599	60	17	13
1146	150	685	14	14
1147	14	384	26	14
1148	152	669	13	25
1149	198	756	22	18
1150	615	965	14	17
1151	784	779	15	16
1152	7	478	20	12
1153	64	983	10	13
1154	331	90	29	17
1155	179	254	19	13
1156	194	866	9	11
1157	133	66	13	28
1158	557	797	13	23
1159	957	814	19	14
1160	28	262	20	17
1161	403	921	10	18
1162	506	380	18	21
1163	418	57	12	19
1164	56	559	11	10
1165	738	916	18	20
1166	36	181	25	12
1167	388	176	20	15
1168	567	28	3	3
1169	534	115	22	13
1170	322	144	14	29
1171	119	465	27	16
1172	272	913	14	21
1173	786	679	19	21
1174	522	80	28	18
1175	398	825	23	16
1176	753	594	17	24
1177	757	945	28	28
1178	892	750	26	15
1179	418	249	25	18
1180	649	561	26	22
1181	780	426	26	14
1182	680	540	16	20
1183	687	583	23	25
1184	308	884	20	14
1185	908	149	16	26
1186	197	244	16	26
1187	484	77	17	14
1188	634	956	16	11
1189	547	921	22	16
1190	682	457	12	24
1191	661	684	24	12
1192	970	412	20	13
1193	357	159	14	19
1194	37	169	11	23
1195	22	225	14	20
1196	510	800	23	16
1197	16	205	15	26
1198	792	624	11	11
1199	431	355	26	13
1200	508	31	29	18
1201	960	229	24	24
1202	596	250	25	21
1203	876	734	17	29
1204	518	305	16	22
1205	18	171	28	12
1206	225	739	18	17
1207	761	110	22	28
1208	500	844	18	20
1209	768	664	21	28
1210	927	136	23	10
1211	299	384	21	23
1212	438	641	25	18
1213	777	350	15	29
1214	850	512	17	10
1215	520	512	14	10
1216	556	837	10	23
1217	19	695	14	20
1218	297	175	25	18
1219	922	334	26	12
1220	530	717	23	10
1221	857	494	27	15
1222	574	15	27	17
1223	913	42	10	15
1224	892	0	27	11
1225	80	551	24	29
1226	77	311	19	29
1227	635	945	10	24
1228	548	548	13	25
1229	836	260	18	27
1230	834	125	22	12
1231	132	456	13	15
1232	503	317	12	27
1233	441	326	18	13
1234	442	867	26	23
1235	782	458	19	22
1236	875	211	4	7
1237	961	883	11	10
1238	751	504	20	15
1239	730	559	29	17
1240	641	780	16	26
1241	318	823	11	15
1242	190	275	17	28
1243	826	778	10	22
1244	720	612	28	21
1245	692	586	22	11
1246	592	494	21	12
1247	833	567	26	14
1248	919	143	28	28
1249	111	814	18	14
1250	656	609	17	13
1251	908	260	22	29
1252	944	769	12	11
1253	857	515	21	17
1254	809	30	16	14
1255	386	101	25	21
1256	322	713	19	12
1257	640	404	23	25
1258	566	90	24	16
1259	727	919	14	28
1260	812	86	5	11
1261	445	28	17	29
1262	79	332	22	18
1263	796	651	28	21
1264	665	773	19	28
1265	381	390	21	13
1266	757	499	29	26
1267	400	11	11	10
1268	776	67	15	18
1269	292	267	26	10
1270	424	604	22	19
1271	312	63	15	15
1272	249	834	16	13
1273	524	809	17	15
1274	501	889	27	23
1275	140	365	24	28
1276	430	124	23	25
1277	565	415	23	15
1278	86	325	21	14
1279	64	568	25	29
1280	800	787	26	28
1281	582	876	11	10
1282	180	402	24	12
1283	720	394	18	15
1284	209	305	10	28
1285	771	542	26	15
1286	402	641	21	27
1287	138	557	18	28
1288	29	32	14	12
1289	815	838	18	13
1290	576	771	22	23
1291	19	587	25	20
1292	415	21	24	25
1293	548	321	18	23
1294	256	642	27	20
1295	65	434	12	29
1296	498	392	13	27
1297	389	96	14	12
1298	40	503	20	24
1299	228	364	10	21
1300	177	909	17	28
1301	882	758	19	20
1302	311	449	21	10
1303	58	397	13	16
1304	202	538	23	22
1305	922	138	15	25
1306	859	122	15	22
1307	61	251	11	20
1308	226	352	12	28
1309	275	651	21	10
1310	107	545	16	19
1311	893	839	19	26
1312	664	883	29	29
1313	807	825	16	13
1314	555	745	11	13
1315	146	372	28	15
1316	979	531	11	14
1317	45	494	22	14
1318	595	225	25	28
1319	316	867	25	29
1320	498	704	16	17
1321	60	204	26	25
1322	136	489	25	21
1323	793	626	19	20
